Quest Name,Objective,Steps,Min Level,Max Level,First Step Position
Spawn Point Wander,"Spawn Point (190.7 -0.1 175.9)",1,0,99,"(190.7, -0.1, 175.9)"
Spawn Point Wander,"Spawn Point (-236.4 1.5 -235.9)",1,0,99,"(-236.4, 1.5, -235.9)"
Spawn Point Wander,"Spawn Point (-320.6 0.9 -227.8)",1,0,99,"(-320.6, 0.9, -227.8)"
Spawn Rush,"Spawn Rush: Objective #1",1,0,99,"(582.3, 9.8, 147.5)"
Boss Hunter,"Spawn Point (423.8 1.1 42.3)",1,15,99,"(423.8, 1.1, 42.3)"
Boss Hunter,"Spawn Point (447.4 7.6 111.1)",1,15,99,"(447.4, 7.6, 111.1)"
Boss Hunter,"Spawn Point (476.1 14.8 -71.9)",1,15,99,"(476.1, 14.8, -71.9)"
Boss Hunter,"Spawn Point (191.5 1.2 -2.5)",1,15,99,"(191.5, 1.2, -2.5)"
Boss Hunter,"Spawn Point (411.6 1.0 0.1)",1,15,99,"(411.6, 1.0, 0.1)"
Boss Hunter,"Spawn Point (454.8 2.1 61.1)",1,15,99,"(454.8, 2.1, 61.1)"
Boss Hunter,"Spawn Point (418.8 1.1 56.7)",1,15,99,"(418.8, 1.1, 56.7)"
Boss Hunter,"Spawn Point (175.3 1.2 -5.4)",1,15,99,"(175.3, 1.2, -5.4)"
Boss Hunter,"Spawn Point (213.6 1.2 1.9)",1,15,99,"(213.6, 1.2, 1.9)"
Boss Hunter,"Spawn Point (430.8 1.9 54.9)",1,15,99,"(430.8, 1.9, 54.9)"
Boss Hunter,"Spawn Point (581.8 3.1 0.9)",1,15,99,"(581.8, 3.1, 0.9)"
Boss Hunter,"Spawn Point (420.5 1.1 22.6)",1,15,99,"(420.5, 1.1, 22.6)"
Boss Hunter,"Spawn Point (107.1 16.2 -47.9)",1,15,99,"(107.1, 16.2, -47.9)"
Boss Hunter,"Spawn Point (467.4 1.6 60.1)",1,15,99,"(467.4, 1.6, 60.1)"
Boss Hunter,"Spawn Point (188.1 1.3 -1.4)",1,15,99,"(188.1, 1.3, -1.4)"
Boss Hunter,"Spawn Point (255.2 53.4 -27.0)",1,15,99,"(255.2, 53.4, -27.0)"
Boss Hunter,"Spawn Point (227.6 -0.7 124.9)",1,15,99,"(227.6, -0.7, 124.9)"
Boss Hunter,"Spawn Point (422.3 4.2 97.2)",1,15,99,"(422.3, 4.2, 97.2)"
Power Switch,"Power Switch: Objective #1",2,0,99,"(352.2, 1.3, -39.1)"
Marked Room Rush,"Marked Room Rush: Objective #1",5,15,99,"(185.2, 5.9, 183.2)"
Crackhouse Rush,"Crackhouse Rush: Objective #1",1,0,99,"(85.0, 1.5, -145.8)"
Dorms 2 Story Rush,"Dorms 2 Story Rush: Objective #1",1,0,99,"(229.8, -0.1, 141.9)"
Dorms 3 Story Rush,"Dorms 3 Story Rush: Objective #1",1,0,99,"(178.2, -0.1, 155.4)"
Big Red Rush,"Big Red Rush: Objective #1",1,0,99,"(-204.1, 1.1, -105.6)"
Flash-Drive Van,"Flash-Drive Van: Objective #1",1,0,99,"(518.5, 1.1, -98.8)"
Crackhouse,"Crackhouse: Objective #1",1,0,99,"(79.3, 1.5, -155.5)"
Crackhouse,"Crackhouse: Objective #2",1,0,99,"(85.0, 1.5, -145.8)"
Crackhouse,"Crackhouse: Objective #3",1,0,99,"(87.3, 4.7, -150.4)"
Crackhouse,"Crackhouse: Objective #4",1,0,99,"(87.8, 1.5, -149.4)"
Crackhouse,"Crackhouse: Objective #5",1,0,99,"(81.7, 1.5, -162.1)"
Crackhouse,"Crackhouse: Objective #6",2,0,99,"(79.3, 4.7, -166.1)"
Crackhouse,"Crackhouse: Objective #7",1,0,99,"(78.0, 4.7, -152.8)"
Dorms 2 Story,"Dorms 2 Story: Objective #1",1,0,99,"(229.8, -0.1, 141.9)"
Dorms 2 Story,"Dorms 2 Story: Objective #2",1,0,99,"(233.0, -0.1, 147.2)"
Dorms 2 Story,"Dorms 2 Story: Objective #3",1,0,99,"(226.2, -0.1, 135.3)"
Dorms 2 Story,"Dorms 2 Story: Objective #4",1,0,99,"(224.1, -0.1, 139.6)"
Dorms 2 Story,"Dorms 2 Story: Objective #5",1,0,99,"(225.9, -0.1, 145.4)"
Dorms 2 Story,"Dorms 2 Story: Objective #6",1,0,99,"(227.3, -0.1, 147.8)"
Dorms 2 Story,"Dorms 2 Story: Objective #7",1,0,99,"(228.6, -0.1, 160.1)"
Dorms 2 Story,"Dorms 2 Story: Objective #8",1,0,99,"(237.6, -0.1, 160.0)"
Dorms 2 Story,"Dorms 2 Story: Objective #9",1,0,99,"(224.7, 2.9, 129.3)"
Dorms 2 Story,"Dorms 2 Story: Objective #10",1,0,99,"(236.2, 2.9, 156.6)"
Dorms 3 Story,"Dorms 3 Story: Objective #1",1,0,99,"(178.2, -0.1, 155.4)"
Dorms 3 Story,"Dorms 3 Story: Objective #2",1,0,99,"(170.3, -0.1, 162.5)"
Dorms 3 Story,"Dorms 3 Story: Objective #3",2,0,99,"(182.1, -0.1, 171.6)"
Dorms 3 Story,"Dorms 3 Story: Objective #4",1,0,99,"(171.0, 2.9, 147.6)"
Dorms 3 Story,"Dorms 3 Story: Objective #5",1,0,99,"(171.7, 2.9, 168.8)"
Dorms 3 Story,"Dorms 3 Story: Objective #6",1,0,99,"(180.5, 5.9, 145.9)"
Dorms 3 Story,"Dorms 3 Story: Objective #7",2,0,99,"(195.8, 5.9, 172.4)"
Dorms 3 Story,"Dorms 3 Story: Objective #8",1,0,99,"(194.5, -0.2, 179.9)"
Dorms 3 Story,"Dorms 3 Story: Objective #9",1,0,99,"(171.3, 2.9, 150.6)"
Dorms 3 Story,"Dorms 3 Story: Objective #10",2,0,99,"(172.3, 2.9, 172.6)"
Dorms 3 Story,"Dorms 3 Story: Objective #11",1,0,99,"(175.4, 2.9, 183.9)"
Dorms 3 Story,"Dorms 3 Story: Objective #12",1,0,99,"(194.3, 2.9, 179.4)"
Dorms 3 Story,"Dorms 3 Story: Objective #13",1,0,99,"(185.2, 5.9, 182.8)"
Big Red,"Big Red: Objective #1",1,0,99,"(-204.1, 1.1, -105.6)"
Big Red,"Big Red: Objective #2",1,0,99,"(-219.6, 1.1, -149.1)"
Big Red,"Big Red: Objective #3",1,0,99,"(-203.1, 1.1, -142.9)"
Big Red,"Big Red: Objective #4",1,0,99,"(-202.5, 7.1, -100.5)"
Big Red,"Big Red: Objective #5",1,0,99,"(-203.0, 7.1, -107.0)"
Fortress,"Fortress: Objective #1",1,0,99,"(198.3, 1.9, -114.3)"
Fortress,"Fortress: Objective #2",1,0,99,"(204.7, 7.8, -113.2)"
Fortress,"Fortress: Objective #3",1,0,99,"(206.3, 7.8, -98.3)"
Fortress,"Fortress: Objective #4",1,0,99,"(194.4, 7.8, -130.9)"
Fortress,"Fortress: Objective #5",1,0,99,"(216.4, 7.8, -143.1)"
Fortress,"Fortress: Objective #6",1,0,99,"(193.0, 7.8, -102.6)"
Fortress,"Fortress: Objective #7",1,0,99,"(198.2, 1.8, -149.1)"
Fortress,"Fortress: Objective #8",3,0,99,"(205.6, 1.8, -125.0)"
Fortress,"Fortress: Objective #9",4,0,99,"(190.1, 1.8, -103.7)"
Storage Building,"Storage Building: Objective #1",1,0,99,"(384.6, 1.4, -107.6)"
Storage Building,"Storage Building: Objective #2",1,0,99,"(375.0, 1.4, -95.7)"
Warehouse 4,"Warehouse 4: Objective #1",1,0,99,"(345.4, 1.2, -79.5)"
Warehouse 4,"Warehouse 4: Objective #2",1,0,99,"(339.3, 1.3, -82.4)"
Warehouse 4,"Warehouse 4: Objective #3",1,0,99,"(324.7, 2.5, -61.6)"
Short Cut,"Short Cut: Objective #1",1,5,99,"(360.0, 1.3, -13.0)"
Container Building,"Container Building: Objective #1",1,0,99,"(464.8, 2.6, -64.1)"
Container Building,"Container Building: Objective #2",1,0,99,"(467.4, 2.8, -50.3)"
Repair Shop,"Repair Shop: Objective #1",1,0,99,"(560.8, 1.4, -86.9)"
Repair Shop,"Repair Shop: Objective #2",1,0,99,"(565.4, 1.5, -49.9)"
Repair Shop,"Repair Shop: Objective #3",1,0,99,"(564.5, 6.7, -80.2)"
Repair Shop,"Repair Shop: Objective #4",1,0,99,"(573.8, 6.8, -81.5)"
Repair Shop,"Repair Shop: Objective #5",1,0,99,"(566.5, 6.7, -89.9)"
Repair Shop,"Repair Shop: Objective #6",1,0,99,"(564.1, 6.7, -55.1)"
Repair Shop,"Repair Shop: Objective #7",1,0,99,"(565.6, 6.7, -50.7)"
Repair Shop,"Repair Shop: Objective #8",1,0,99,"(577.8, 6.7, -51.3)"
Repair Shop,"Repair Shop: Objective #9",1,0,99,"(567.8, 6.7, -57.3)"
Admin Gate,"Admin Gate: Objective #1",1,0,99,"(670.3, 1.1, -50.5)"
Factory Far Corner,"Factory Far Corner: Objective #1",1,0,99,"(656.9, 1.2, -150.1)"
Glass Building,"Glass Building: Objective #1",1,0,99,"(604.4, 1.5, -133.9)"
Glass Building,"Glass Building: Objective #2",1,0,99,"(621.8, 1.5, -126.4)"
Glass Building,"Glass Building: Objective #3",2,0,99,"(603.2, 4.6, -123.4)"
Glass Building,"Glass Building: Objective #4",1,0,99,"(622.0, 4.6, -125.3)"
Smokestack,"Smokestack: Objective #1",1,0,99,"(573.9, 1.5, -114.9)"
Smokestack,"Smokestack: Objective #2",1,0,99,"(570.8, 9.2, -125.5)"
Smokestack,"Smokestack: Objective #3",1,0,99,"(554.3, 4.2, -125.8)"
Scav Checkpoint,"Scav Checkpoint: Objective #1",1,0,99,"(647.7, -0.2, -18.5)"
Scav Checkpoint,"Scav Checkpoint: Objective #2",1,0,99,"(654.9, 0.3, -14.9)"
Checkpoint,"Checkpoint: Objective #1",1,0,99,"(577.9, -0.5, -3.5)"
Checkpoint,"Checkpoint: Objective #2",1,0,99,"(580.9, 0.0, 4.3)"
Military Base CP,"Military Base CP: Objective #1",1,0,99,"(661.7, 1.1, 126.1)"
Passage between Rocks,"Passage between Rocks: Objective #1",1,0,99,"(560.1, 12.2, 163.4)"
Substation,"Substation: Objective #1",1,0,99,"(515.0, 14.0, 123.6)"
Substation,"Substation: Objective #2",1,0,99,"(507.3, 14.1, 117.1)"
Substation,"Substation: Objective #3",1,0,99,"(500.7, 14.8, 104.1)"
Substation,"Substation: Objective #4",1,0,99,"(503.1, 15.1, 92.7)"
Substation,"Substation: Objective #5",1,0,99,"(492.4, 15.7, 104.1)"
Substation,"Substation: Objective #6",1,0,99,"(492.3, 14.2, 128.7)"
Train Car,"Train Car: Objective #1",1,0,99,"(454.7, 5.0, 178.3)"
Antenna,"Antenna: Objective #1",1,0,99,"(393.5, 15.1, 205.4)"
Dorms Camp 1,"Dorms Camp 1: Objective #1",1,0,99,"(110.7, -2.8, 159.8)"
Dorms Camp 2,"Dorms Camp 2: Objective #1",1,0,99,"(303.3, 4.4, 155.1)"
North Shack by Big Red,"North Shack by Big Red: Objective #1",1,0,99,"(-183.9, 1.8, -186.8)"
South Shack by Big Red,"South Shack by Big Red: Objective #1",1,0,99,"(-203.1, 1.2, -32.9)"
Storage,"Storage: Objective #1",1,0,99,"(-253.8, 0.9, -64.5)"
Storage,"Storage: Objective #2",1,0,99,"(-252.5, 1.0, -90.4)"
Storage,"Storage: Objective #3",1,0,99,"(-271.0, 1.1, -115.5)"
Storage,"Storage: Objective #4",1,0,99,"(-295.1, 1.0, -117.2)"
Storage,"Storage: Objective #5",1,0,99,"(-293.2, 1.0, -141.5)"
Storage,"Storage: Objective #6",1,0,99,"(-293.6, 0.9, -173.6)"
Storage,"Storage: Objective #7",1,0,99,"(-271.7, 0.9, -168.8)"
Trailer Park Cabin,"Trailer Park Cabin: Objective #1",1,0,99,"(-255.6, 3.1, -233.7)"
RUAF Checkpoint,"RUAF Checkpoint: Objective #1",1,0,99,"(2.5, 1.1, -126.0)"
Warehouse 17,"Warehouse 17: Objective #1",1,0,99,"(40.3, 1.1, -80.6)"
Garage,"Garage: Objective #1",1,0,99,"(101.4, 1.3, -96.9)"
Garage,"Garage: Objective #2",1,0,99,"(112.2, 1.3, -87.6)"
Garage,"Garage: Objective #3",1,0,99,"(113.1, 4.1, -86.4)"
Porta Potty,"Porta Potty: Objective #1",1,0,99,"(206.2, 4.1, -239.0)"
Giving Tree,"Giving Tree: Objective #1",1,0,99,"(289.6, 1.2, -191.9)"
Old Gas,"Old Gas: Objective #1",1,0,99,"(316.6, 1.3, -185.2)"
Old Gas,"Old Gas: Objective #2",1,0,99,"(345.7, 1.1, -162.6)"
Construction,"Construction: Objective #1",2,0,99,"(70.8, 6.7, -13.1)"
Skeleton,"Skeleton: Objective #1",1,0,99,"(218.2, 7.4, -3.7)"
Skeleton,"Skeleton: Objective #2",1,0,99,"(210.6, 7.4, -3.9)"
Factory Shacks,"Factory Shacks: Objective #1",1,0,99,"(203.5, 1.1, 15.1)"
Bus Terminal,"Bus Terminal: Objective #1",1,0,99,"(254.0, -0.6, 50.0)"
Container near Dorms,"Container near Dorms: Objective #1",1,0,99,"(202.4, -3.1, 71.6)"
Ice Cream,"Ice Cream: Objective #1",1,0,99,"(13.5, -1.0, 37.4)"
New Gas,"New Gas: Objective #1",1,0,99,"(411.1, 1.2, 21.7)"
New Gas,"New Gas: Objective #2",1,0,99,"(417.8, 1.4, 38.1)"
New Gas,"New Gas: Objective #3",1,0,99,"(412.3, 1.1, 39.5)"
RUAF Crossing Camping,"RUAF Crossing Camping: Objective #1",2,0,99,"(-12.0, 0.2, -110.2)"
RUAF Crossing Camping,"RUAF Crossing Camping: Objective #2",2,0,99,"(6.1, 1.1, -130.4)"
Center Crossing Camping,"Center Crossing Camping: Objective #1",2,0,99,"(20.0, 2.4, -24.4)"
Junk Bridge Crossing Camping,"Junk Bridge Crossing Camping: Objective #1",2,0,99,"(-9.8, -3.8, 64.3)"
Dorms 3 Story Bathroom Camping Floor 1,"Dorms 3 Story Bathroom Camping Floor 1: Objective #1",4,0,99,"(174.2, -0.2, 168.8)"
Dorms 3 Story Bathroom Camping Floor 2,"Dorms 3 Story Bathroom Camping Floor 2: Objective #1",4,0,99,"(174.4, 2.9, 168.9)"
Dorms 2 Story Bathroom Camping Floor 1,"Dorms 2 Story Bathroom Camping Floor 1: Objective #1",4,0,99,"(234.2, -0.1, 150.7)"
Dorms 3 Story Roof Sniping,"Dorms 3 Story Roof Sniping: Objective #1",2,0,99,"(190.6, 5.9, 170.5)"
New Gas Sniping,"New Gas Sniping: Objective #1",2,0,99,"(476.3, 9.6, 67.0)"
Crackhouse Area Sniping,"Crackhouse Area Sniping: Objective #1",2,0,99,"(71.2, 1.1, -129.2)"
Fortress Sniping,"Fortress Sniping: Objective #1",2,0,99,"(198.8, 7.8, -99.7)"
Fortress Sniping,"Fortress Sniping: Objective #2",2,0,99,"(192.2, 7.8, -101.7)"
Fortress Sniping,"Fortress Sniping: Objective #3",2,0,99,"(189.8, 7.8, -109.9)"
Fortress Sniping,"Fortress Sniping: Objective #4",2,0,99,"(194.2, 7.8, -132.4)"
Fortress Sniping,"Fortress Sniping: Objective #5",2,0,99,"(217.3, 7.8, -143.7)"
Fortress Sniping,"Fortress Sniping: Objective #6",2,0,99,"(213.9, 7.8, -131.1)"
Fortress Sniping,"Fortress Sniping: Objective #7",2,0,99,"(210.4, 7.8, -112.1)"
Old Gas Sniping,"Old Gas Sniping: Objective #1",2,0,99,"(358.0, 4.2, -125.6)"
Container Building Ambush,"Container Building Ambush: Objective #1",2,0,99,"(511.1, 5.9, -55.2)"
Checkpoint Sniping,"Checkpoint Sniping: Objective #1",2,0,99,"(513.0, 9.2, 60.4)"
Big Red Camping,"Big Red Camping: Objective #1",2,0,99,"(-217.6, 1.1, -132.5)"
Big Red Camping,"Big Red Camping: Objective #2",4,0,99,"(-203.5, 7.1, -106.5)"
Bridge Sniping,"Bridge Sniping: Objective #1",2,0,99,"(-38.8, 0.4, -5.2)"
Bridge Sniping,"Bridge Sniping: Objective #2",2,0,99,"(-67.1, 0.4, 13.5)"
