Quest Name,Objective,Steps,Min Level,Max Level,First Step Position
Power Station Stashes,"Power Station Stashes: Objective #2",1,0,99,"(-249.9, 21.5, -293.7)"
Power Station Stashes,"Power Station Stashes: Objective #3",1,0,99,"(-245.4, 21.4, -303.9)"
Power Station Stashes,"Power Station Stashes: Objective #4",1,0,99,"(-221.5, 21.7, -271.5)"
Power Station West Shack,"Power Station West Shack: Objective #1",1,0,99,"(-153.0, 21.5, -353.0)"
IDEA North Bus,"IDEA North Bus: Objective #1",1,0,99,"(-12.3, 21.4, -331.6)"
North Construction Site,"North Construction Site: Objective #1",1,0,99,"(189.0, 19.4, -353.0)"
North Construction Site,"North Construction Site: Objective #2",1,0,99,"(165.6, 20.0, -347.1)"
North Construction Site,"North Construction Site: Objective #3",1,0,99,"(217.0, 19.1, -356.0)"
Railway Area,"Railway Area: Objective #1",1,0,99,"(388.5, 18.6, -410.6)"
Railway Area,"Railway Area: Objective #2",1,0,99,"(395.5, 19.2, -369.2)"
Railway Area,"Railway Area: Objective #3",1,0,99,"(449.0, 17.0, -375.1)"
Railway Area,"Railway Area: Objective #4",1,0,99,"(476.0, 18.4, -361.0)"
Railway Stashes,"Railway Stashes: Objective #1",1,0,99,"(524.2, 18.6, -297.1)"
Railway Stashes,"Railway Stashes: Objective #2",1,0,99,"(498.3, 18.4, -250.3)"
Railway Stashes,"Railway Stashes: Objective #3",1,0,99,"(435.4, 16.8, -244.9)"
Railway Stashes,"Railway Stashes: Objective #4",1,0,99,"(368.4, 18.7, -212.5)"
Railway Stashes,"Railway Stashes: Objective #5",1,0,99,"(340.7, 20.9, -159.9)"
Scav Camp Area,"Scav Camp Area: Objective #1",1,0,99,"(266.6, 21.4, -112.4)"
Scav Camp Area,"Scav Camp Area: Objective #2",1,0,99,"(280.7, 21.4, -80.7)"
Scav Camp Area,"Scav Camp Area: Objective #3",1,0,99,"(273.5, 21.4, -41.1)"
Scav Camp Area,"Scav Camp Area: Objective #4",1,0,99,"(261.1, 21.4, -2.3)"
Scav Camp Area,"Scav Camp Area: Objective #5",1,0,99,"(268.4, 21.5, 59.4)"
Emercom Camping Tent,"Emercom Camping Tent: Objective #1",2,0,99,"(-328.1, 21.4, 259.3)"
Emercom Camping Bushes,"Emercom Camping Bushes: Objective #1",2,0,99,"(-331.5, 21.8, 254.0)"
Emercom Camping Bushes 2,"Emercom Camping Bushes 2: Objective #1",2,0,99,"(-351.6, 24.2, 225.8)"
Emercom Camping Loading Dock,"Emercom Camping Loading Dock: Objective #1",2,0,99,"(-153.8, 27.1, 203.0)"
Hole in Fence Camping,"Hole in Fence Camping: Objective #1",2,0,99,"(-222.0, 21.4, -10.1)"
Hole in Fence Camping Garage,"Hole in Fence Camping Garage: Objective #1",2,0,99,"(-192.5, 21.4, -12.1)"
Emercom Tank,"Emercom Tank: Objective #1",1,0,99,"(-259.5, 21.4, 213.1)"
Emercom Extract North Entry,"Emercom Extract North Entry: Objective #1",1,0,99,"(-253.5, 21.4, 70.3)"
Emercom Extract North Entry,"Emercom Extract North Entry: Objective #2",1,0,99,"(-215.3, 21.4, -29.3)"
Collapsed Floor Underside,"Collapsed Floor Underside: Objective #1",1,0,99,"(1.5, 21.4, 14.3)"
Parking Main Stairs,"Parking Main Stairs: Objective #1",1,0,99,"(2.4, 21.4, -35.0)"
Parking Main Stairs,"Parking Main Stairs: Objective #2",1,0,99,"(0.9, 21.4, -75.5)"
Parking Tents,"Parking Tents: Objective #1",1,0,99,"(41.6, 21.4, -114.5)"
Parking Tents,"Parking Tents: Objective #2",1,0,99,"(34.2, 21.4, -129.5)"
IDEA Escalator Vestibules,"IDEA Escalator Vestibules: Objective #1",1,0,99,"(81.5, 21.5, -178.4)"
IDEA Escalator Vestibules,"IDEA Escalator Vestibules: Objective #2",1,0,99,"(90.1, 21.5, -205.4)"
OLI Loading Dock,"OLI Loading Dock: Objective #1",1,0,99,"(-156.6, 27.1, 175.6)"
OLI Loading Dock,"OLI Loading Dock: Objective #2",1,0,99,"(-156.9, 27.1, 146.5)"
OLI Loading Dock,"OLI Loading Dock: Objective #3",1,0,99,"(-156.7, 27.1, 107.8)"
OLI Loading Dock,"OLI Loading Dock: Objective #4",1,0,99,"(-169.5, 27.1, 86.7)"
OLI Loading Dock,"OLI Loading Dock: Objective #5",1,0,99,"(-192.4, 27.1, 86.3)"
OLI Loading Dock,"OLI Loading Dock: Objective #6",1,0,99,"(-196.0, 27.1, 53.4)"
OLI Loading Dock Stashes,"OLI Loading Dock Stashes: Objective #1",1,0,99,"(-174.5, 27.1, 64.1)"
OLI Loading Dock Stashes,"OLI Loading Dock Stashes: Objective #2",1,0,99,"(-160.1, 27.3, 60.1)"
OLI Loading Dock Stashes,"OLI Loading Dock Stashes: Objective #3",1,0,99,"(-137.4, 27.3, 66.7)"
OLI Loading Dock Stashes,"OLI Loading Dock Stashes: Objective #4",1,0,99,"(-139.7, 27.3, 64.1)"
OLI Loading Dock Stashes,"OLI Loading Dock Stashes: Objective #5",1,0,99,"(-133.8, 27.1, 50.4)"
Goshan Loading Corridor,"Goshan Loading Corridor: Objective #1",1,0,99,"(-176.9, 27.1, -7.6)"
Goshan Loading Corridor,"Goshan Loading Corridor: Objective #2",1,0,99,"(-178.5, 27.1, -27.7)"
Goshan Loading Corridor,"Goshan Loading Corridor: Objective #3",1,0,99,"(-168.3, 27.1, -62.4)"
Goshan Loading Corridor,"Goshan Loading Corridor: Objective #4",1,0,99,"(-155.0, 27.3, -57.3)"
Goshan Loading Corridor,"Goshan Loading Corridor: Objective #5",1,0,99,"(-174.5, 27.1, -108.0)"
Goshan Loading Corridor,"Goshan Loading Corridor: Objective #6",1,0,99,"(-162.4, 27.4, -164.7)"
Goshan Loading Corridor,"Goshan Loading Corridor: Objective #7",1,0,99,"(-138.5, 27.1, -153.2)"
Goshan Loading Corridor Stairs Top,"Goshan Loading Corridor Stairs Top: Objective #1",1,0,99,"(-192.0, 27.2, -53.1)"
Goshan Loading Corridor Stairs Bottom,"Goshan Loading Corridor Stairs Bottom: Objective #1",1,0,99,"(-194.6, 20.2, -57.7)"
Goshan Automotive Section,"Goshan Automotive Section: Objective #1",1,0,99,"(-142.4, 27.1, 32.9)"
Goshan Automotive Section,"Goshan Automotive Section: Objective #2",1,0,99,"(-139.4, 27.1, 25.0)"
Goshan Automotive Section,"Goshan Automotive Section: Objective #3",1,0,99,"(-152.6, 27.1, 16.3)"
Goshan Interior Tents,"Goshan Interior Tents: Objective #1",1,0,99,"(-113.6, 27.2, -125.7)"
Goshan Lockers,"Goshan Lockers: Objective #1",2,0,99,"(-65.1, 27.1, -0.1)"
Goshan South Office,"Goshan South Office: Objective #1",3,0,99,"(-76.7, 27.1, 42.4)"
Goshan South Office,"Goshan South Office: Objective #2",1,0,99,"(-66.6, 27.1, 51.7)"
Goshan North Office,"Goshan North Office: Objective #1",3,0,99,"(-77.3, 27.1, -150.1)"
Goshan North Office,"Goshan North Office: Objective #2",1,0,99,"(-66.0, 27.1, -160.4)"
IDEA Escalator Top Room,"IDEA Escalator Top Room: Objective #1",1,0,99,"(58.0, 27.1, -203.1)"
IDEA Lockers,"IDEA Lockers: Objective #1",1,0,99,"(89.8, 27.1, -236.5)"
OLI Loading Area,"OLI Loading Area: Objective #1",1,0,99,"(-108.5, 27.1, 77.9)"
OLI Loading Area,"OLI Loading Area: Objective #2",1,0,99,"(-111.7, 27.1, 118.8)"
OLI Loading Area,"OLI Loading Area: Objective #3",1,0,99,"(-94.6, 27.1, 190.1)"
OLI Loading Area,"OLI Loading Area: Objective #4",1,0,99,"(-76.8, 27.1, 184.0)"
OLI Loading Area,"OLI Loading Area: Objective #5",1,0,99,"(-86.7, 27.1, 177.9)"
OLI Back Storage,"OLI Back Storage: Objective #1",1,0,99,"(-93.2, 27.1, 141.3)"
OLI Back Storage,"OLI Back Storage: Objective #2",1,0,99,"(-80.0, 27.1, 167.1)"
OLI SE Office,"OLI SE Office: Objective #1",4,0,99,"(-99.2, 27.1, 123.1)"
OLI NE Office,"OLI NE Office: Objective #1",3,0,99,"(-98.7, 27.1, 112.4)"
OLI NW Office,"OLI NW Office: Objective #1",3,0,99,"(-87.2, 27.1, 97.3)"
OLI East Bathrooms,"OLI East Bathrooms: Objective #1",1,0,99,"(-77.3, 27.1, 82.5)"
OLI Showroom East,"OLI Showroom East: Objective #1",1,0,99,"(-47.3, 27.1, 129.1)"
OLI Showroom East,"OLI Showroom East: Objective #2",1,0,99,"(-38.6, 27.1, 157.0)"
OLI Showroom East,"OLI Showroom East: Objective #3",1,0,99,"(-60.0, 27.1, 174.8)"
OLI Showroom East,"OLI Showroom East: Objective #4",1,0,99,"(-68.1, 27.1, 189.5)"
OLI Showroom Center,"OLI Showroom Center: Objective #1",1,0,99,"(-42.6, 27.1, 112.0)"
OLI Showroom Center,"OLI Showroom Center: Objective #2",1,0,99,"(-26.7, 27.1, 111.3)"
OLI Showroom Center,"OLI Showroom Center: Objective #3",1,0,99,"(-2.4, 27.1, 107.2)"
OLI Showroom Center,"OLI Showroom Center: Objective #4",1,0,99,"(-19.1, 27.1, 148.1)"
OLI Showroom Center,"OLI Showroom Center: Objective #5",1,0,99,"(-4.8, 27.1, 188.6)"
OLI Showroom West,"OLI Showroom West: Objective #1",1,0,99,"(6.8, 27.1, 170.2)"
OLI Showroom West,"OLI Showroom West: Objective #2",1,0,99,"(22.4, 27.1, 112.1)"
OLI Showroom West,"OLI Showroom West: Objective #3",1,0,99,"(42.4, 27.1, 129.2)"
OLI Showroom West,"OLI Showroom West: Objective #4",1,0,99,"(18.9, 27.1, 166.6)"
OLI Showroom West,"OLI Showroom West: Objective #5",1,0,99,"(13.4, 27.4, 139.5)"
OLI Showroom West,"OLI Showroom West: Objective #6",1,0,99,"(54.6, 27.1, 119.8)"
OLI Showroom West,"OLI Showroom West: Objective #7",1,0,99,"(38.9, 27.1, 99.9)"
OLI Showroom West,"OLI Showroom West: Objective #8",1,0,99,"(47.1, 27.1, 146.0)"
OLI Showroom West,"OLI Showroom West: Objective #9",1,0,99,"(39.1, 27.1, 150.0)"
OLI Showroom West,"OLI Showroom West: Objective #10",1,0,99,"(39.3, 27.1, 183.5)"
OLI Showroom West,"OLI Showroom West: Objective #11",1,0,99,"(49.5, 27.1, 180.2)"
OLI Showroom West,"OLI Showroom West: Objective #12",1,0,99,"(58.7, 27.1, 167.7)"
OLI Showroom West,"OLI Showroom West: Objective #13",1,0,99,"(66.7, 27.1, 161.7)"
OLI Logistics Back Offices,"OLI Logistics Back Offices: Objective #1",1,0,99,"(74.2, 27.1, 157.6)"
OLI Logistics Back Offices,"OLI Logistics Back Offices: Objective #2",1,0,99,"(79.5, 27.1, 165.9)"
OLI Logistics Back Offices,"OLI Logistics Back Offices: Objective #3",1,0,99,"(83.5, 27.1, 159.2)"
OLI Logistics Back Offices,"OLI Logistics Back Offices: Objective #4",1,0,99,"(75.3, 27.1, 162.7)"
OLI North Lockers,"OLI North Lockers: Objective #1",1,0,99,"(-16.4, 27.1, 74.1)"
OLI Mall Entrance,"OLI Mall Entrance: Objective #1",1,0,99,"(15.5, 27.1, 64.2)"
OLI Mall Entrance,"OLI Mall Entrance: Objective #2",1,0,99,"(31.3, 27.1, 61.2)"
OLI Mall Entrance,"OLI Mall Entrance: Objective #3",1,0,99,"(46.7, 27.1, 56.3)"
DOM,"DOM: Objective #1",1,0,99,"(0.1, 27.3, 45.9)"
DOM,"DOM: Objective #2",1,0,99,"(28.8, 27.1, 54.9)"
DOM,"DOM: Objective #3",1,0,99,"(7.1, 27.1, 36.1)"
DOM,"DOM: Objective #4",1,0,99,"(1.3, 27.1, 36.4)"
DOM,"DOM: Objective #5",1,0,99,"(-14.1, 27.1, 37.3)"
TEXHO,"TEXHO: Objective #1",1,0,99,"(55.8, 27.2, 42.8)"
TEXHO,"TEXHO: Objective #2",1,0,99,"(71.3, 27.1, 46.6)"
Pharma,"Pharma: Objective #1",1,0,99,"(60.5, 36.6, -143.4)"
Pharma,"Pharma: Objective #2",1,0,99,"(60.2, 36.6, -132.4)"
MK,"MK: Objective #1",1,0,99,"(8.4, 36.6, -138.7)"
IDEA Showroom,"IDEA Showroom: Objective #1",1,0,99,"(-26.1, 27.3, -279.7)"
IDEA Showroom,"IDEA Showroom: Objective #2",1,0,99,"(-49.3, 27.3, -271.6)"
IDEA Showroom,"IDEA Showroom: Objective #3",1,0,99,"(-31.7, 27.3, -260.7)"
IDEA Showroom,"IDEA Showroom: Objective #4",1,0,99,"(-31.5, 27.3, -239.8)"
IDEA Showroom,"IDEA Showroom: Objective #5",1,0,99,"(-46.0, 27.3, -217.7)"
IDEA Showroom,"IDEA Showroom: Objective #6",1,0,99,"(-26.0, 27.3, -202.9)"
TTS,"TTS: Objective #1",1,0,99,"(9.7, 27.1, -139.8)"
TTS,"TTS: Objective #2",1,0,99,"(14.3, 27.1, -133.2)"
TTS,"TTS: Objective #3",1,0,99,"(23.6, 27.1, -128.9)"
TTS,"TTS: Objective #4",1,0,99,"(31.2, 27.1, -139.5)"
German,"German: Objective #1",1,0,99,"(-18.7, 27.1, -76.8)"
ADIK,"ADIK: Objective #1",1,0,99,"(13.5, 27.1, 0.8)"
ADIK,"ADIK: Objective #2",1,0,99,"(27.6, 27.1, -21.3)"
The National,"The National: Objective #1",2,0,99,"(66.7, 27.1, -29.5)"
The National,"The National: Objective #2",1,0,99,"(49.0, 27.1, -43.1)"
Rasmussen,"Rasmussen: Objective #1",1,0,99,"(28.0, 27.1, 30.4)"
Rasmussen,"Rasmussen: Objective #2",1,0,99,"(30.0, 27.1, 20.2)"
Rasmussen,"Rasmussen: Objective #3",1,0,99,"(17.0, 27.1, 20.8)"
Rasmussen,"Rasmussen: Objective #4",1,0,99,"(10.7, 27.1, 30.6)"
Power Station Roof,"Power Station Roof: Objective #1",2,0,99,"(-217.0, 30.4, -345.5)"
Power Station Roof,"Power Station Roof: Objective #2",2,0,99,"(-194.1, 30.4, -346.2)"
Power Station Roof,"Power Station Roof: Objective #3",2,0,99,"(-194.5, 30.4, -357.3)"
2nd Floor Sniping,"2nd Floor Sniping: Objective #1",2,0,99,"(105.4, 36.6, -46.3)"
2nd Floor Sniping,"2nd Floor Sniping: Objective #2",2,0,99,"(106.8, 36.6, -56.3)"
2nd Floor Sniping,"2nd Floor Sniping: Objective #3",2,0,99,"(105.2, 36.6, -63.9)"
OLI Loading Dock Sniping Spot,"OLI Loading Dock Sniping Spot: Objective #1",2,0,99,"(-133.9, 35.8, 93.6)"
SW Sniping Tower,"SW Sniping Tower: Objective #1",2,0,99,"(207.2, 31.5, 215.6)"
IDEA North Sniping Tower,"IDEA North Sniping Tower: Objective #1",2,0,99,"(48.8, 37.4, -371.6)"
IDEA 2nd Floor,"IDEA 2nd Floor: Objective #1",2,0,99,"(61.2, 32.2, -286.7)"
IDEA 2nd Floor,"IDEA 2nd Floor: Objective #2",2,0,99,"(77.4, 32.2, -286.5)"
OLI Utility Room,"OLI Utility Room: Objective #1",1,10,45,"(-104.4, 27.1, 77.0)"
IDEA Registers,"IDEA Registers: Objective #1",1,0,99,"(10.5, 27.1, -242.9)"
